Id,Category
1258,1
1259,1
1260,1
1261,3
1262,2
1263,1
1264,2
1265,2
1266,1
1267,1
1268,1
1269,2
1270,2
1271,1
1272,1
1273,2
1274,1
1275,1
1276,1
1277,2
1278,2
1279,1
1280,1
1281,1
1282,1
1283,2
1284,2
1285,1
1286,1
1287,1
1288,1
1289,1
1290,2
1291,0
1292,1
1293,1
1294,2
1295,2
1296,1
1297,2
1298,1
1299,1
1300,2
1301,1
1302,3
1303,1
1304,1
1305,2
1306,1
1307,1
1308,1
1309,1
1310,2
1311,4
1312,1
1313,1
1314,1
1315,2
1316,1
1317,1
1318,1
1319,4
1320,1
1321,2
1322,2
1323,1
1324,1
1325,3
1326,1
1327,3
1328,1
1329,1
1330,2
1331,4
1332,2
1333,3
1334,1
1335,4
1336,1
1337,1
1338,1
1339,1
1340,3
1341,1
1342,1
1343,2
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,2
1355,2
1356,1
1357,1
1358,2
1359,2
1360,1
1361,2
1362,1
1363,2
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,4
1373,1
1374,1
1375,1
1376,2
1377,3
1378,1
1379,1
1380,1
1381,2
1382,1
1383,3
1384,1
1385,1
1386,4
1387,2
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,2
1397,1
1398,2
1399,1
1400,1
1401,1
1402,1
1403,2
1404,1
1405,0
1406,2
1407,1
1408,4
1409,0
1410,1
1411,1
1412,4
1413,3
1414,2
1415,1
1416,2
1417,3
1418,1
1419,1
1420,2
1421,0
1422,1
1423,3
1424,4
1425,1
1426,0
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,2
1437,2
1438,2
1439,4
1440,1
1441,1
1442,1
1443,4
1444,1
1445,3
1446,2
1447,1
1448,1
1449,1
1450,1
1451,2
1452,1
1453,1
1454,2
1455,1
1456,1
1457,1
1458,2
1459,2
1460,1
1461,1
1462,1
1463,3
1464,1
1465,1
1466,2
1467,2
1468,1
1469,1
1470,2
1471,2
1472,1
1473,1
1474,1
1475,0
1476,1
1477,2
1478,1
1479,2
1480,3
1481,1
1482,4
1483,3
1484,2
1485,3
1486,4
1487,1
1488,1
1489,3
1490,2
1491,1
1492,3
1493,1
1494,1
1495,2
1496,2
1497,3
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,2
1505,1
1506,1
1507,1
1508,1
1509,1
1510,2
1511,1
1512,1
1513,1
1514,3
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,0
1522,0
1523,2
1524,1
1525,2
1526,1
1527,2
1528,1
1529,1
1530,0
1531,4
1532,1
1533,2
1534,1
1535,0
1536,1
1537,2
1538,1
1539,3
1540,2
1541,2
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,2
1551,1
1552,2
1553,2
1554,1
1555,2
1556,1
1557,1
1558,4
1559,2
1560,1
1561,1
1562,2
1563,4
1564,1
1565,1
1566,1
1567,2
1568,1
1569,2
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,0
1577,2
1578,1
1579,1
1580,1
1581,1
1582,4
1583,1
1584,1
1585,1
1586,3
1587,1
1588,2
1589,2
1590,1
1591,1
1592,1
1593,1
1594,1
1595,2
1596,2
1597,1
1598,1
1599,3
1600,2
1601,4
1602,1
1603,2
1604,1
1605,1
1606,1
1607,1
1608,3
1609,1
1610,1
1611,2
1612,1
1613,3
1614,3
1615,1
1616,1
1617,4
1618,1
1619,3
1620,1
1621,3
1622,2
1623,1
1624,1
1625,1
1626,1
1627,1
1628,2
1629,1
1630,1
1631,1
1632,2
1633,3
1634,1
1635,1
1636,1
1637,2
1638,3
1639,1
1640,2
1641,1
1642,2
1643,1
1644,1
1645,2
1646,1
1647,4
1648,1
1649,1
1650,4
1651,1
1652,1
1653,1
1654,2
1655,1
1656,2
1657,1
1658,2
1659,2
1660,3
1661,1
1662,2
1663,2
1664,2
1665,2
1666,1
1667,4
1668,1
1669,1
1670,0
1671,4
1672,3
1673,2
1674,1
1675,3
1676,1
1677,1
1678,2
1679,1
1680,1
1681,1
1682,3
1683,2
1684,1
1685,3
1686,1
1687,3
1688,2
1689,0
1690,1
1691,3
1692,2
1693,3
1694,1
1695,1
1696,1
1697,1
1698,3
1699,2
1700,1
1701,1
1702,1
1703,0
1704,1
1705,1
1706,1
1707,4
1708,3
1709,1
1710,1
1711,2
1712,1
1713,2
1714,2
1715,1
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,2
1723,2
1724,2
1725,2
1726,1
1727,2
1728,2
1729,3
1730,1
1731,1
1732,1
1733,1
1734,4
1735,2
1736,2
1737,1
1738,1
1739,2
1740,1
1741,2
1742,2
1743,1
1744,1
1745,1
1746,1
1747,4
1748,1
1749,1
1750,1
1751,1
1752,2
1753,3
1754,4
1755,1
1756,3
1757,3
1758,2
1759,1
1760,3
1761,1
1762,2
1763,1
1764,0
1765,0
1766,1
1767,1
1768,1
1769,1
1770,3
1771,1
1772,1
1773,1
1774,1
1775,1
1776,2
1777,4
1778,1
1779,1
1780,1
1781,2
1782,2
1783,1
1784,1
1785,1
1786,1
1787,3
1788,1
1789,2
1790,4
1791,1
1792,2
1793,1
1794,1
1795,1
1796,1
1797,4
1798,1
1799,2
1800,1
1801,1
1802,1
1803,1
1804,2
1805,4
1806,4
1807,2
1808,1
1809,2
1810,1
1811,4
1812,1
1813,1
1814,3
1815,2
1816,4
1817,1
1818,1
1819,2
1820,1
1821,1
1822,1
1823,3
1824,1
1825,4
1826,1
1827,1
1828,1
1829,2
1830,1
1831,2
1832,1
1833,1
1834,3
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,2
1844,1
1845,2
1846,1
1847,1
1848,2
1849,1
1850,2
1851,1
1852,1
1853,2
1854,2
1855,1
1856,1
1857,1
1858,2
1859,2
1860,3
1861,1
1862,3
1863,3
1864,1
1865,1
1866,1
1867,3
1868,3
1869,3
1870,1
1871,1
1872,1
1873,4
1874,2
1875,2
1876,1
1877,2
1878,1
1879,3
1880,3
1881,1
1882,1
1883,1
1884,1
1885,0
1886,1
1887,1
1888,1
1889,1
1890,1
1891,2
1892,3
1893,1
1894,1
1895,1
1896,1
1897,3
1898,1
1899,1
1900,1
1901,2
1902,3
1903,1
1904,1
1905,4
1906,1
1907,1
1908,1
1909,0
1910,0
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,2
1919,1
1920,2
1921,2
1922,2
1923,2
1924,1
1925,2
1926,1
1927,2
1928,2
1929,2
1930,1
1931,2
1932,1
1933,1
1934,2
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,3
1944,2
1945,4
1946,3
1947,1
1948,1
1949,1
1950,1
1951,1
1952,1
1953,1
1954,2
1955,2
1956,2
1957,1
1958,2
1959,1
1960,1
1961,1
1962,1
1963,1
1964,2
1965,4
1966,1
1967,3
1968,1
1969,1
1970,2
1971,1
1972,1
1973,1
1974,1
1975,3
1976,0
1977,1
1978,1
1979,1
1980,1
1981,3
1982,1
1983,3
1984,2
1985,1
1986,1
1987,3
1988,0
1989,2
1990,2
1991,2
1992,2
1993,3
1994,4
1995,1
1996,1
1997,1
1998,2
1999,3
2000,1
2001,3
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,2
2009,1
2010,2
2011,1
2012,4
2013,2
2014,2
2015,1
2016,1
2017,1
2018,1
2019,3
2020,1
2021,3
2022,1
2023,1
2024,1
2025,1
2026,3
2027,1
2028,0
2029,1
2030,1
2031,0
2032,3
2033,4
2034,1
2035,1
2036,1
2037,1
2038,1
2039,0
2040,3
2041,1
2042,1
2043,1
2044,1
2045,1
2046,1
2047,2
2048,1
2049,2
2050,1
2051,3
2052,2
2053,2
2054,2
2055,3
2056,1
2057,4
2058,0
2059,1
2060,1
2061,2
2062,1
2063,1
2064,2
2065,2
2066,1
2067,1
2068,1
2069,2
2070,1
2071,2
2072,1
2073,3
2074,1
2075,1
2076,2
2077,1
2078,1
2079,1
2080,1
2081,2
2082,3
2083,2
2084,3
2085,3
2086,3
2087,1
2088,2
2089,3
2090,3
2091,1
2092,0
2093,1
2094,1
2095,1
2096,1
2097,4
2098,4
2099,1
2100,2
2101,1
2102,2
2103,0
2104,3
2105,1
2106,2
2107,2
2108,1
2109,1
2110,3
2111,1
2112,3
2113,1
2114,2
2115,1
2116,2
2117,1
2118,2
2119,3
2120,1
2121,1
2122,1
2123,4
2124,2
2125,2
2126,1
2127,1
2128,3
2129,1
2130,1
2131,1
2132,1
2133,1
2134,3
2135,1
2136,1
2137,3
2138,1
2139,0
2140,2
2141,3
2142,2
2143,3
2144,4
2145,1
2146,2
2147,1
2148,1
2149,0
2150,1
2151,1
2152,2
2153,3
2154,2
2155,3
2156,2
2157,1
2158,1
2159,3
2160,1
2161,1
2162,1
2163,2
2164,1
2165,4
2166,3
2167,0
2168,2
2169,3
2170,4
2171,3
2172,2
2173,2
2174,1
2175,1
2176,1
2177,2
2178,1
2179,1
2180,3
2181,1
2182,2
2183,1
2184,1
2185,2
2186,1
2187,2
2188,2
2189,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,4
2196,3
2197,1
2198,3
2199,1
2200,1
2201,1
2202,2
2203,2
2204,2
2205,1
2206,2
2207,1
2208,3
2209,1
2210,2
2211,2
2212,1
2213,1
2214,2
2215,1
2216,1
2217,1
2218,1
2219,4
2220,0
2221,2
2222,1
2223,2
2224,1
2225,1
2226,3
2227,1
2228,1
2229,1
2230,2
2231,2
2232,1
2233,2
2234,1
2235,2
2236,2
2237,1
2238,2
2239,2
2240,2
2241,4
2242,1
2243,1
2244,1
2245,2
2246,1
2247,2
2248,1
2249,2
2250,1
2251,2
2252,2
2253,1
2254,3
2255,1
2256,2
2257,3
2258,2
2259,1
2260,2
2261,3
2262,2
2263,3
2264,1
2265,3
2266,1
2267,1
2268,1
2269,2
2270,2
2271,1
2272,1
2273,3
2274,1
2275,3
2276,1
2277,3
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,2
2285,2
2286,0
2287,1
2288,0
2289,1
2290,4
2291,1
2292,3
2293,1
2294,2
2295,0
2296,1
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,3
2305,1
2306,1
2307,1
2308,2
2309,2
2310,4
2311,3
2312,1
2313,1
2314,2
2315,2
2316,1
2317,1
2318,4
2319,1
2320,1
2321,3
2322,1
2323,2
2324,2
2325,1
2326,1
2327,1
2328,2
2329,2
2330,2
2331,3
2332,2
2333,4
2334,1
2335,2
2336,2
2337,2
2338,1
2339,1
2340,1
2341,0
2342,2
2343,2
2344,1
2345,1
2346,1
2347,2
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,2
2359,1
2360,0
2361,1
2362,3
2363,4
2364,3
2365,1
2366,1
2367,4
2368,1
2369,1
2370,1
2371,0
2372,1
2373,1
2374,3
2375,2
2376,1
2377,1
2378,1
2379,1
2380,2
2381,1
2382,3
2383,1
2384,2
2385,1
2386,1
2387,4
2388,3
2389,1
2390,2
2391,2
2392,1
2393,1
2394,2
2395,2
2396,1
2397,1
2398,1
2399,1
2400,0
2401,2
2402,3
2403,4
2404,2
2405,4
2406,1
2407,1
2408,3
2409,1
2410,1
2411,4
2412,1
2413,1
2414,1
2415,1
2416,2
2417,1
2418,1
2419,1
2420,1
2421,4
2422,3
2423,1
2424,1
2425,2
2426,4
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,4
2438,2
2439,1
2440,2
2441,2
2442,1
2443,2
2444,2
2445,1
2446,3
2447,1
2448,1
2449,1
2450,2
2451,1
2452,4
2453,2
2454,2
2455,2
2456,2
2457,2
2458,0
2459,2
2460,3
2461,2
2462,1
2463,1
2464,1
2465,4
2466,1
2467,1
2468,1
2469,1
2470,2
2471,1
2472,1
2473,2
2474,2
2475,3
2476,1
2477,1
2478,4
2479,1
2480,2
2481,1
2482,1
2483,1
2484,2
2485,1
2486,1
2487,1
2488,1
2489,1
2490,3
2491,1
2492,4
2493,1
2494,1
2495,1
2496,2
2497,1
2498,1
2499,0
2500,3
2501,1
2502,1
2503,2
2504,3
2505,3
2506,2
2507,1
2508,1
2509,2
2510,1
2511,1
2512,1
2513,1
2514,1
2515,3
2516,3
2517,1
2518,1
2519,4
2520,1
2521,1
2522,2
2523,1
2524,2
2525,1
2526,1
2527,1
2528,1
2529,0
2530,1
2531,1
2532,1
2533,1
2534,1
2535,2
2536,1
2537,2
2538,2
2539,1
2540,0
2541,1
2542,3
2543,1
2544,1
2545,1
2546,2
2547,1
2548,1
2549,0
2550,1
2551,1
2552,2
2553,1
2554,1
2555,2
2556,4
2557,3
2558,1
2559,1
2560,1
2561,4
2562,1
2563,1
2564,1
2565,3
2566,4
2567,1
2568,1
2569,2
2570,1
2571,3
2572,4
2573,2
2574,1
2575,3
2576,1
2577,1
2578,2
2579,3
2580,1
2581,3
2582,1
2583,1
2584,2
2585,1
2586,1
2587,1
2588,1
2589,1
2590,1
2591,1
2592,2
2593,1
2594,3
2595,1
2596,2
2597,3
2598,2
2599,3
2600,1
2601,3
2602,1
2603,1
2604,2
2605,2
2606,1
2607,3
2608,1
2609,1
2610,2
2611,2
2612,1
2613,1
2614,3
2615,1
2616,1
2617,1
2618,4
2619,1
2620,1
2621,1
2622,3
2623,2
2624,1
2625,1
2626,4
2627,2
2628,1
2629,1
2630,1
2631,1
2632,2
2633,2
2634,1
2635,1
2636,0
2637,1
2638,1
2639,1
2640,1
2641,0
2642,2
2643,2
2644,2
2645,2
2646,1
2647,2
2648,0
2649,1
2650,2
2651,1
2652,1
2653,1
2654,2
2655,3
2656,3
2657,4
2658,1
2659,1
2660,1
2661,2
2662,1
2663,3
2664,1
2665,4
2666,1
2667,1
2668,1
2669,2
2670,3
2671,1
2672,2
2673,2
2674,1
2675,2
2676,2
2677,2
2678,4
2679,1
2680,2
2681,1
2682,1
2683,1
2684,1
2685,1
2686,0
2687,2
2688,1
2689,2
2690,1
2691,1
2692,1
2693,1
2694,1
2695,1
2696,2
2697,1
2698,2
2699,4
2700,2
2701,1
2702,1
2703,3
2704,1
2705,2
2706,1
2707,1
2708,1
2709,1
2710,1
2711,4
2712,1
2713,1
2714,1
2715,0
2716,1
2717,1
2718,3
2719,1
2720,4
2721,2
2722,0
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,1
2731,1
2732,2
2733,1
2734,2
2735,1
2736,3
2737,1
2738,1
2739,2
2740,1
2741,1
2742,3
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,1
2750,3
2751,2
2752,2
2753,1
2754,3
2755,1
2756,1
2757,2
2758,2
2759,1
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,2
2769,2
2770,2
2771,1
2772,1
2773,2
2774,2
2775,3
2776,1
2777,1
2778,2
2779,1
2780,4
2781,1
2782,0
2783,1
2784,3
2785,2
2786,1
2787,1
2788,1
2789,3
2790,1
2791,1
2792,3
2793,2
2794,2
2795,1
2796,1
2797,1
2798,1
2799,1
2800,0
2801,1
2802,1
2803,2
2804,2
2805,2
2806,3
2807,3
2808,1
2809,1
2810,3
2811,1
2812,2
2813,1
2814,1
2815,1
2816,3
2817,1
2818,1
2819,1
2820,2
2821,3
2822,2
2823,2
2824,1
2825,3
2826,1
2827,1
2828,4
2829,1
2830,1
2831,1
2832,1
2833,1
2834,2
2835,1
2836,3
2837,1
2838,1
2839,1
2840,4
2841,2
2842,2
2843,1
2844,4
2845,2
2846,2
2847,4
2848,1
2849,1
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,2
2858,1
2859,1
2860,1
2861,0
2862,2
2863,2
2864,1
2865,1
2866,4
2867,2
2868,1
2869,1
2870,3
2871,1
2872,1
2873,2
2874,2
2875,0
2876,3
2877,1
2878,1
2879,2
2880,2
2881,2
2882,1
2883,2
2884,2
2885,1
2886,3
2887,2
2888,1
2889,1
2890,0
2891,2
2892,4
2893,1
2894,3
2895,3
2896,1
2897,1
2898,1
2899,3
2900,3
2901,1
2902,3
2903,1
2904,0
2905,2
2906,2
2907,1
2908,1
2909,1
2910,1
2911,3
2912,1
2913,1
2914,2
2915,1
2916,1
2917,1
2918,1
2919,1
2920,1
2921,3
2922,1
2923,2
2924,1
2925,0
2926,1
2927,1
2928,1
2929,1
2930,3
2931,1
2932,2
2933,1
2934,1
2935,1
2936,2
2937,1
2938,2
2939,1
2940,1
2941,3
2942,2
2943,1
2944,2
2945,1
2946,1
2947,2
2948,1
2949,2
2950,1
2951,1
2952,1
2953,2
2954,1
2955,1
2956,2
2957,3
2958,1
2959,3
2960,2
2961,4
2962,2
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,2
2970,1
2971,2
2972,1
2973,3
2974,1
2975,1
2976,2
2977,1
2978,2
2979,1
2980,1
2981,1
2982,1
2983,2
2984,2
2985,1
2986,3
2987,3
2988,1
2989,1
2990,1
2991,3
2992,1
2993,0
2994,4
2995,3
2996,2
